Title,Date,Ongoing End Date,Time,End Time,Setup Time,Takedown Time,Library,Location,Primary Event Type,Event Type Option 1,Event Type Option 2,Primary Age Group,Age Group Option 1,Age Group Option 2,Last Modified,Description,Additional Information,Internal Notes,Presenter,Contact Name,Contact Email,Contact Phone,Registration Required,PR Detail,Published Status,Attendance,Registered,Waiting List,Cancelled List,Shared Attendance,Optional Statistical Input 1,Optional Statistical Input 2,Optional Statistical Input 3,Optional Statistical Input 4
Employment Essentials Series: Interview Skills,23/04/2015,,4:00 PM,5:30 PM,4:00 PM,5:30 PM,Albion,,00-Career & Job Search Help,01-Youth Advisory Group,,Teen,Adult,,28/04/2015 11:54:38 AM,"Join Youth Employment Services (YES) in this last workshop of a 3 part series. Learn how to overcome nervousness through practice, preparation and strategy. Drop-in. No registrations required.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Learning Together,23/04/2015,,4:00 PM,5:30 PM,4:00 PM,5:30 PM,Albion,,00-Reading Programs & Storytimes,,,School-Age Children,,,2/6/2015 12:17,"Bring your 2 to 6 year old and join us for stories, songs, rhymes and a craft. Presented by Braeburn Ontario Early Years Centre. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Games Club,23/04/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,Program Room,00-Hobbies Crafts & Games,,,School-Age Children,,,27/04/2015 12:38:39 PM,"Join our after school Games club and enjoy some console gaming and good old fashioned board games! Drop in, for ages 9-12. Agincourt Meeting Room.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
100 in 1 Day Toronto Community Workshops,23/04/2015,,6:00 PM,8:00 PM,6:00 PM,8:00 PM,Agincourt,Program Room,00-Culture Arts & Entertainment,00-Volunteering,,All Ages,,,27/04/2015 12:38:39 PM,"People of all ages and backgrounds are invited a workshop to discuss our dreams and hopes for our city, and to devise ideas and plans on how to execute an urban intervention in the Agincourt Branch neighbourhood on June 6, 2015. What if hundreds of people put into place the projects and changes they want to see in their city all on one day? That is the goal of 100 in 1 Day, a festival of civic engagement where people create small-scale improvements in their communities. Registration required, all ages welcome. To register, please use the following link: https://100in1day-workshop-april23.eventbrite.ca","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/EA45714A0C6D483B9E97B2B1EA20DF50/img/5AC0FE4D96CD4DE7BE5098E567CD5D77/100_in_1_Day_logo_cropped-150x185_5AC0FE4D96CD4DE7BE5098E567CD5D77.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/EA45714A0C6D483B9E97B2B1EA20DF50/img/0938AC29B311439EBD46D215DA4B9753/100_in_1_Day_logo_cropped-150x185_0938AC29B311439EBD46D215DA4B9753.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Call of Gamers: Teen Video Game Nights,23/04/2015,,6:15 PM,7:45 PM,6:15 PM,7:45 PM,Malvern,,00-Hobbies Crafts & Games,,,Teen,School-Age Children,,25/06/2015 10:31:50 AM,"Join Malvern's Youth Advisory Group for a night of fun and video games for Wii, PS3 and Xbox 360. No registration required, just drop in and get your game on!","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/963BAA3DCF54406398B9F48E22A9B649/img/9616558AF7744FE3B01A51131B0424DC/gamerz-81x100.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/963BAA3DCF54406398B9F48E22A9B649/img/3567A76C4F4C4728AF0E14AA6B486606/gamerz-150x185.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Pajama Time,23/04/2015,,6:30 PM,7:00 PM,6:30 PM,7:00 PM,Malvern,,01-Ready for Reading Storytimes,,,Pre-School Children,,,27/04/2015 10:49:59 AM,"Stories, songs, rhymes & activities for children ages 5 & under with parents/caregivers. Drop-in",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Settlement Services,24/04/2015,,9:00 AM,12:30 PM,9:00 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,27/04/2015 10:49:59 AM,"Settlement services, including help with immigration documents, health care, access to education and free access to Commissioner of Oaths service are available during this time period. If you are interested in English Conversation Group, please call Mohamed at 416-757-7010 for more information. This program is co-sponsored with Catholic Crosscultural Services (CCS).",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time ( 19 months to 3 years ),24/04/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Spadina Road,,01-Ready for Reading Storytimes,,,Pre-School Children,,,10/5/2015 15:58,"Stories, songs and rhymes for toddlers with parents and caregivers. Drop-in. 10:30-11:00.",,Ready for reading series,,Cameron Ray,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,24/04/2015,,10:30 AM,11:20 AM,10:10 AM,11:40 AM,Evelyn Gregory,Auditorium,01-Ready for Reading Storytimes,,,Pre-School Children,,,20/05/2015 12:53:17 PM,"Stories, songs and rhymes for children and their caregivers.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Social Networking,24/04/2015,,2:00 PM,4:00 PM,2:00 PM,4:00 PM,Albion,Learning Centre,00-Computer & Library Training,,,Adult,,,28/04/2015 11:54:38 AM,"Discover new ways of creating and sharing information on the Internet, including blogs, photo sharing web sites and social networks. Basic keyboarding and mouse skills required. Please register at the adult information desk or by calling 416-394-5170.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
MS Word Basics Part II,24/04/2015,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,27/04/2015 12:38:39 PM,Learn how to edit and create templates in Microsoft Word. Basic keyboarding and mouse skills required. Attendance in Part I of the course is required. Please register in person or call 416-396-8950.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Learning Together,24/04/2015,,4:00 PM,5:30 PM,4:00 PM,5:30 PM,Albion,,00-Reading Programs & Storytimes,,,School-Age Children,,,28/04/2015 11:54:38 AM,"Bring your 2 to 6 year old and join us for stories, songs, rhymes and a craft. Presented by Braeburn Ontario Early Years Centre. Drop-in only.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Maker Club,24/04/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,Program Room,01-Maker Programs,,,School-Age Children,,,27/04/2015 12:38:39 PM,"Join the Maker Club and make something cool to take home!Learn new skills, build, create, explore new technologies. Have fun with crafts. Drop in only, ages 9-12.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Game Club,24/04/2015,,4:00 PM,6:00 PM,4:00 PM,6:00 PM,Albion,,00-Homework Help Leadership & After School,,,School-Age Children,,,28/04/2015 11:54:38 AM,Play some video games and board games too! Join in on the fun! Drop-in only.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Afterschool Game Club,24/04/2015,,4:00 PM,6:00 PM,4:00 PM,6:00 PM,Albion,,00-Homework Help Leadership & After School,,,School-Age Children,,,28/04/2015 11:54:38 AM,Play some video games and board games too! Join in on the fun! Join in on the fun! All Ages. Drop-in only.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Heure du Conte - French Stortyime,24/04/2015,,6:30 PM,7:30 PM,6:30 PM,7:30 PM,Agincourt,Children's Department,00-Reading Programs & Storytimes,,02-French,School-Age Children,,,27/04/2015 12:38:39 PM,"Venez vous amuser avec des histoires et des chansons en français. Enjoy stories, songs, and more in French. For children ages 5-10. Register at Agincourt Branch or call 416-396-8952.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Tax Preparation Assistance,25/04/2015,,9:00 AM,1:00 PM,9:00 AM,1:00 PM,Malvern,,z DO NOT USE-Business Legal & Personal Finance,,,Adult,Older Adult,,29/09/2015 9:16:07 AM,"Need help preparing your income tax returns? Volunteers from the Chartered Professional Accountants of Ontario will be available to prepare personal tax returns for individuals who need assistance and who meet the following income criteria: 1) Without dependants with a gross household income less than $25,000; 2) With dependants, including a spouse or equivalent, with a gross household income of less than $35,000. For more information and an appointment, please call the branch at 416-396-8970.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
TD Shakespeare for Kids Library Club,25/04/2015,,10:00 AM,12:00 PM,10:00 AM,12:00 PM,Malvern,,01-Shakespeare for Kids,00-Culture Arts & Entertainment,,School-Age Children,,,4/5/2015 15:42,"Join us for storytelling adventures. Explore the world of magic, witches, ghosts, silly mix-ups, and swordplay in the some of the greatest stories ever told! Over six Saturdays, professional actors and educators from Shakespeare in Action theatre company lead kids 7-12 through drama games and Shakespeare's plays, such as The Comedy of Errors, Henry IV, Macbeth, A Midsummer Night's Dream, Romeo & Juliet, The Tempest, and Twelfth Night. The program is free. Registration is required. Space is limited.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Computer User Education,25/04/2015,,10:00 AM,12:00 PM,10:00 AM,12:00 PM,Malvern,,00-Computer & Library Training,,,Adult,Older Adult,,4/5/2015 15:42,"The Malvern Branch provides basic computer training on various topics of interest. Classes offered include: Move that Mouse Word Basics 1 & 2 PowerPoint Basics Excel Basics 1 & 2 Web Basics 1 & 2 Saturdays, 10am-12pm. Space is limited and some classes require basic computer skills. For more information and to register, please call the branch at 416-396-8969.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Chess in the Library,25/04/2015,,10:30 AM,12:00 PM,10:30 AM,12:00 PM,Malvern,,00-Hobbies Crafts & Games,,,Teen,Adult,School-Age Children,4/5/2015 15:42,"Interested in learning how to play chess? Want to play chess with others in the community? Join us for chess in the library! Featuring CFC & CMA rated games, casual chess, beginner lessons, chess puzzle competitions, simultaneous exhibitions by masters and much more! Ages 10+. Please call (416) 396-8969 for more information.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Saturday Family Stories,25/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Spadina Road,,00-Reading Programs & Storytimes,,,Pre-School Children,,,1/5/2015 13:30,"Join us in the library for stories, rhymes, bounces and more. Saturdays from April 18th to May 23rd, from 11:00-11:30. No registration required. Spadina Road Branch 416-393-7666",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading: Saturday Family StoryTime,25/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,28/04/2015 11:54:38 AM,"Songs, stories, and rhymes for the whole family. Drop-in only.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Ready for Reading: Saturday Family StoryTime,25/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,,All Ages,,,2/6/2015 12:31,"Songs, stories, and rhymes for the whole family. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading: Saturday Family StoryTime,25/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,28/04/2015 11:54:38 AM,"Songs, stories, and rhymes for the whole family. Drop-in only.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Ready for Reading: Saturday Family StoryTime,25/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,28/04/2015 11:54:38 AM,"Songs, stories, and rhymes for the whole family. Drop-in only.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Family Storytime,25/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Malvern,,00-Reading Programs & Storytimes,,,All Children,,,4/5/2015 15:42,"Stories, songs, rhymes and crafts for children with parents or caregivers.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Malvern Junior Scientist Club,25/04/2015,,2:00 PM,3:00 PM,2:00 PM,3:00 PM,Malvern,,00-Science & Technology,,,School-Age Children,,,1/6/2015 15:45,"Watch cool demonstrations and try out different science experiments. Topics to be discussed include goop, optical illusions and more! For children 6-12. Registration required.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
TD Shakespeare for Kids Library Club,25/04/2015,,2:00 PM,4:00 PM,2:00 PM,4:00 PM,Albion,Auditorium,01-Shakespeare for Kids,00-Culture Arts & Entertainment,,School-Age Children,,,28/04/2015 11:54:38 AM,"Join us for storytelling adventures. Explore the world of magic, witches, ghosts, silly mix-ups, and swordplay in the some of the greatest stories ever told! Over six Saturdays, professional actors and educators from Shakespeare in Action theatre company lead kids 7-12 through drama games and Shakespeare's plays, such as The Comedy of Errors, Henry IV, Macbeth, A Midsummer Night's Dream, Romeo & Juliet, The Tempest, and Twelfth Night. The program is free. Registration is required. Space is limited.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Teen Craft: D.I.Y Bath Fizzies,25/04/2015,,2:00 PM,3:00 PM,2:00 PM,3:00 PM,Albion,,00-Hobbies Crafts & Games,,,Teen,,,28/04/2015 11:54:38 AM,Want a relaxing but fun bath? Make your own colourful bath fizzie to enjoy! All supplies provided.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler/Preschool Storytime (19 months to 5 years),27/04/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Yorkville,Art Gallery,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/5/2015 10:19,"Stories, songs, and rhymes for children age 19 months to 5 years with their parents or caregivers. Registration begins on Monday April 13th at 10 a.m. in person or by phone at 416-393-7660.","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/74D294BBDA314FD0B40FE82BCA523D06/img/11BEC5E216CB4150A95DDE31082FE6D3/Ready_for_Reading_polar_bears_cropped-150x185_11BEC5E216CB4150A95DDE31082FE6D3.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/74D294BBDA314FD0B40FE82BCA523D06/img/AC2F477711AC4B43AEB7068FA4061072/Ready_for_Reading_polar_bears_cropped-150x185_AC2F477711AC4B43AEB7068FA4061072.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
"For Your Entertainment: Online Movies, Music, and Magazines",27/04/2015,,2:00 PM,3:00 PM,2:00 PM,3:00 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,1/5/2015 13:11,"For your entertainment interests, learn to download free online movies, music and magazines using Hoopla, Zinio and Naxos Music Library. A library card and a valid email address are required. Please register in person or call 416-396-8950.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Conversation Circle,27/04/2015,,4:30 PM,5:30 PM,4:30 PM,5:30 PM,Albion,,01-Library Settlement Partnerships,00-ESL & Newcomer Programs,,Adult,Older Adult,,1/5/2015 14:41,"Join us on Monday afternoons to practice your English conversation skills. Improve your English speaking, listening and comprehension skills. For more detailed information and registration, please contact Library Settlement Counsellor Paulomi at 416-835-9462 or call the Albion Branch at 416-394-5170.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crafts for Kids,27/04/2015,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,00-Hobbies Crafts & Games,,,All Children,,,1/5/2015 14:41,"Get in touch with your creative side! Make something to take home using paper, scissors, colours and your imagination! All ages welcome. Parents must be present for children 6 years and younger. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crafts for Kids,27/04/2015,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,00-Hobbies Crafts & Games,,,All Children,,,2/6/2015 11:57,"Get in touch with your creative side! Make something to take home using paper, scissors, colours and your imagination! All ages welcome. Parents must be present for children 6 years and younger. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crafts for Kids,27/04/2015,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,00-Hobbies Crafts & Games,,,All Children,,,1/5/2015 14:41,"Get in touch with your creative side! Make something to take home using paper, scissors, colours and your imagination! All ages welcome. Parents must be present for children 6 years and younger. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
English Conversation Circle,27/04/2015,,6:30 PM,8:00 PM,6:30 PM,8:00 PM,Agincourt,Program Room,00-ESL & Newcomer Programs,,,Adult,,,1/5/2015 13:11,"Are you a newcomer looking to improve your English language skills? Join us for weekly sessions to practice your English conversation and listening skills in a welcoming environment. To register please call the library settlement worker at 647-388-3762. In partnership with Citizenship and Immigration Canada, Catholic Crosscultural Services & Toronto Public Library.","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/CAA7BD43240B4D2EAB39B8415C9D9FDC/img/0A9A5DB3FD6B463981DA1E2B45F03682/LSP-81x100.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/CAA7BD43240B4D2EAB39B8415C9D9FDC/img/C8C041399DA34CA4829332CFFBD7246A/LSP-150x185.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,28/04/2015,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,4/5/2015 15:42,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 a.m. to 12:30 p.m. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading: Toddler Time,28/04/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Albion,,01-Ready for Reading Storytimes,,,Pre-School Children,,,1/5/2015 14:41,"Enjoy songs, rhymes, stories and bounces with your toddler! Tuesdays from 10:30-11am. Drop-in only. Ages 18-36 months.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time,28/04/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Albion,,01-Ready for Reading Storytimes,,,Pre-School Children,,,1/5/2015 14:41,"Enjoy songs, rhymes, stories and bounces with your toddler! Tuesdays from 10:30-11am. Drop-in only. Ages 18-36 months.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time,28/04/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Downsview,Program Room,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/5/2015 15:40,"Parents and caregivers are invited to bring children aged 19-36 months out to Toddler Time on Tuesday mornings from 11-11:30 a.m. Enjoy fun stories, songs and rhymes for seven sessions! Registration is required. Please call 416-395-5720 for more information or to sign up. Sessions run on April 7, 14, 21, 28 and May 5, 12 and 19.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Web Basics Part II - in Cantonese,28/04/2015,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,1/5/2015 13:11,Learn more about search engines and using online translation tools. Learn how to input Chinese characters using the IME pad. Basic keyboarding and mouse skills required. Please register in person or call 416-396-8950.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Canadian Citizenship Test Preparation,28/04/2015,,4:00 PM,6:00 PM,4:00 PM,6:00 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,4/5/2015 15:42,"Do you need help preparing and studying for the Canadian Citizenship Test? Complete the free citizenship test preparation program in 5 classes at the Malvern District Branch. For information or to register,visit the branch or call 416-396-8969. Cosponsored with Agincourt Community Services Association.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Library Club,28/04/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,Children's Department,00-Culture Arts & Entertainment,,,School-Age Children,,,1/5/2015 13:11,"Looking for something to do after school? Join our Library Club, learn new things,and have fun. For ages 9-12. Register at the Children's department or call 416-396-8952.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
